Entity	Entity Type	Entity Subtype	Geometric Rendering	Code	Remarks	
Command and Control Lines				110000	Reserved for hierarchical purposes.
	Base Defense Zone		Area	170800
	High–Density Airspace Control Zone		Area	170900
	Restricted Operations Zone (ROZ)		Area	171000
	Air-to-Air Restricted Operating Zone (AARROZ)		Area	171100
	Unmanned Aircraft Restricted Operating Zone (UA-ROZ)		Area	171200
	Weapon Engagement Zone		Area	171300
	Fighter Engagement Zone (FEZ)		Area	171400
	Joint Engagement Zone (JEZ)		Area	171500
	Missile Engagement Zone (MEZ)		Area	171600
	Low Altitude Missile Engagement Zone (LOMEZ)		Area	171700
	High Altitude Missile Engagement Zone (HIMEZ)		Area	171800
	Short Range Air Defense Engagement Zone (SHORADEZ)		Area	171900
	Weapons Free Zone		Area	172000
Airspace Control Points				180000	Reserved for hierarchical purposes.
	Air Control Point		Point	180100
	Communications Checkpoint		Point	180200
	Isolated Personnel Recovery Point		Point	180300
	Pop–up Point		Point	180400
	Air Control Rendezvous		Point	180500
	Tactical Air Navigation (TACAN)		Point	180600
	Combat Air Patrol (CAP)Station		Point	180700
	Airborne Early Warning (AEW) Station		Point	180800
	ASW (Helo and F/W) Station		Point	180900
	Strike Initial Point		Point	181000
	Replenishment Station		Point	181100
	Tanking		Point	181200
	Antisubmarine Warfare, Rotary Wing		Point	181300
	Surface Combat Air Patrol (SUCAP) – Fixed Wing		Point	181400
	SUCAP – Rotary Wing		Point	181500
	MIW – Fixed Wing		Point	181600
	MIW – Rotary Wing		Point	181700
	Tomcat		Point	181800
	Rescue		Point	181900
	Unmanned Aerial System (UAS/UA)		Point	182000
	Vertical Takeoff and Landing (VTOL) Tactical Unmanned Aircraft (VTUA)		Point	182100
	Orbit		Point	182200
	Orbit – Figure Eight		Point	182300
	Orbit – Race Track		Point	182400
	Orbit – Random Closed		Point	182500
	Isolated Personnel Location		Point	182600
Airspace Control Lines				190000	Reserved for hierarchical purposes.
	Identification Friend or Foe (IFF) Off Line		Line	190100
	Identification Friend or Foe (IFF) On Line		Line	190200
Maritime Control Areas				200000	Reserved for hierarchical purposes.
	Launch Area		Area	200100	Reserved for hierarchical purposes.
		Ellipse/Circle	Area	200101
	Defended Area			200200	Reserved for hierarchical purposes.
		Ellipse/Circle	Area	200201
		Rectangle	Area	200202
	No Attack (NOTACK) Zone		Area	200300
	Ship Area of Interest		Area	200400
		Ellipse/Circle	Area	200401
		Rectangle	Area	200402
	Active Maneuver Area		Area	200500
	Cued Acquisition Doctrine		Area	200600
	Radar Search Doctrine		Area	200700
Maritime Control Points				210000	Reserved for hierarchical purposes.
	Plan Ship		Point	210100
	Aim Point		Point	210200
	Defended Asset		Point	210300
	Drop Point		Point	210400
	Entry Point		Point	210500
	Air Detonation		Point	210600
	Ground Zero		Point	210700
	Impact Point		Point	210800
	Predicted Impact Point		Point	210900
	Launched Torpedo		Point	211000
	Missile Detection Point		Point	211100
	Acoustic Countermeasure (Decoy)		Point	211200
	Electronic Countermeasures (ECM) Decoy		Point	211300
	Brief Contact		Point	211400
	Datum Lost Contact		Point	211500
	BT Buoy Drop		Point	211600
	Reported Bottomed Sub		Point	211700
	Moving Haven		Point	211800
	Screen Center		Point	211900
	Lost Contact		Point	212000
	Sinker		Point	212100
	Trial Track		Point	212200
	Acoustic Fix		Point	212300
	Electromagnetic Fix		Point	212400
	Electromagnetic – Magnetic Anomaly Detection (MAD)		Point	212500
	Optical Fix		Point	212600
	Formation		Point	212700
	Harbor		Point	212800
	Harbor Entrance Point		Point	212900	Reserved for hierarchical purposes.
		A	Point	212901
		Q	Point	212902
		X	Point	212903
		Y	Point	212904
	Dip Position		Point	213000
	Search		Point	213100
	Search Area		Point	213200
	Search Center		Point	213300
	Navigational Reference Point		Point	213400
	Sonobuoy		Point	213500
		Ambient Noise	Point	213501
		Air Transportable Communication (ATAC)	Point	213502
		Barra	Point	213503
		Bathythermograph Transmitting	Point	213504
		Command Active Multi-Beam Sonobuoy (CAMBS)	Point	213505
		Command Active Sonobuoy Directional Command Active Sonobuoy System (CASS)	Point	213506
		Directional Frequency Analysis and Recording (DIFAR)	Point	213507
		Directional Command Active Sonobuoy System (DICASS)	Point	213508
		Expendable Reliable Acoustic Path Sonobuoy (ERAPS)	Point	213509
		Expired	Point	213510
		Kingpin	Point	213511
		Low Frequency Analysis and Recording (LOFAR)	Point	213512
		Pattern Center	Point	213513
		Range Only	Point	213514
		Vertical Line Array Directional Frequency Analysis and Recording (DIFAR)	Point	213515
	Reference Point		Point	213600
	Special Point		Point	213700
	Navigational Reference Point		Point	213800
	Data Link Reference Point		Point	213900
	{Disused}			214000
	Vital Area Center		Point	214100
	Corridor Tab Point		Point	214200
	Enemy Point		Point	214300
	Marshall Point		Point	214400
	Position and Intended Movement (PIM)		Point	214500
	Pre-Landfall Waypoint		Point	214600
	Estimated Position (EP)		Point	214700
	Waypoint		Point	214800
	General Sea Subsurface Station		Point	214900
	Submarine Sea Subsurface Station		Point	215000
	Submarine Antisubmarine Warfare Sea Subsurface Station		Point	215100
	Unmanned Underwater Vehicle Sea Subsurface Station		Point	215200
	Antisubmarine Warfare (ASW) Unmanned Underwater Vehicle Sea Subsurface Station		Point	215300
	Mine Warfare Unmanned Underwater Vehicle Sea Subsurface Station		Point	215400
	Sea Surface Warfare Unmanned Underwater Vehicle Subsurface Station		Point	215500
	General Sea Surface Station		Point	215600
	Antisubmarine Warfare (ASW) Sea Surface Station		Point	215700
	Mine Warfare Sea Surface Station		Point	215800
	Non-Combatant Sea Surface Station		Point	215900
	Picket Sea Surface Station		Point	216000
	Rendezvous Sea Surface Station		Point	216100
	Replenishment at Sea Surface Station		Point	216200
	Rescue Sea Surface Station		Point	216300
	Surface Warfare Sea Surface Station		Point	216400
	Unmanned Underwater Vehicle Sea Surface Station		Point	216500
	Antisubmarine Warfare (ASW) Unmanned Underwater Vehicle Sea Surface Station		Point	216600
	Mine Warfare Unmanned Underwater Vehicle Sea Surface Station		Point	216700
	Remote Multi-Mission Vehicle Mine Warfare Unmanned Underwater Sea Surface Station		Point	216800
	Surface Warfare Mine Warfare Unmanned Underwater Vehicle Sea Surface Station		Point	216900
	Shore Control Station		Point	217000
	General Route		Point	217100
	Diversion Route		Point	217200
	Position and Intended Movement (PIM) Route		Point	217300
	Picket Route		Point	217400
	Point R Route		Point	217500
	Rendezvous Route		Point	217600
	Waypoint Route		Point	217700
	Clutter, Stationary or Cease Reporting		Point	217800
	Tentative or Provisional Track		Point	217900
	Distressed Vessel		Point	218000
	Ditched Aircraft/Downed Aircraft		Point	218100
	Person in Water/Bailout		Point	218200
	Iceberg		Point	218300
	Navigational		Line	218400
	Oil Rig		Point	218500
	Sea Mine–Like		Point	218600
	Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO)		Point	218700
	Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO)/Installation Manmade		Point	218800
	Marine Life		Point	218900
	Sea Anomaly (Wake, Current, Knuckle)		Point	219000
	Bottom Return/Non-MILCO, Wreck, Dangerous		Point	219100
	Bottom Return/Non-MILCO, Wreck, Non Dangerous		Point	219200
Maritime Control Lines				220000	Reserved for hierarchical purposes.
	Bearing Line		Line	220100
		Electronic	Line	220101
		Electronic Warfare (EW)	Line	220102
		Acoustic	Line	220103
		Acoustic (Ambiguous)	Line	220104
		Torpedo	Line	220105
		Electro-Optical Intercept	Line	220106
		Jammer	Line	220107
		Radio Direction Finder (RDF)	Line	220108
Deception				230000
	Deceive/Decoy/Dummy/Feint			230200
Fires Areas				240000	Reserved for hierarchical purposes.
	Airspace Coordination Area			240100	Reserved for hierarchical purposes.
		Irregular	Area	240101
		Rectangular	Area	240102
		Circular	Area	240103
	Free Fire Area			240200	Reserved for hierarchical purposes.
		Irregular	Area	240201
		Rectangular	Area	240202
		Circular	Area	240203
	No Fire Area			240300	Reserved for hierarchical purposes.
		Irregular	Area	240301
		Rectangular	Area	240302
		Circular	Area	240303
	Restricted Fire Area			240400	Reserved for hierarchical purposes.
		Irregular	Area	240401
		Rectangular	Area	240402
		Circular	Area	240403
	Position Area For Artillery (PAA)			240500	Reserved for hierarchical purposes.
		Rectangular	Area	240501
		Circular	Area	240502
		Irregular	Area	240503
	Point Targets			240600	Reserved for hierarchical purposes.
		Point or Single Target	Point	240601
		Nuclear Target	Point	240602
		Target-Recorded	Point	240603
	Linear Targets			240700	Reserved for hierarchical purposes.
		Linear Target	Line	240701
		Linear Smoke Target	Line	240702
		Final Protective Fire (FPF)	Line	240703
	Area Targets			240800	Reserved for hierarchical purposes.
		Area Target	Area	240801
		Rectangular Target	Area	240802
		Circular Target	Area	240803
		Rectangular Target – Single Target	Area	240804
		Series or Groups of Targets	Area	240805
		Smoke 	Area	240806
		{Disused}		240807
		Bomb Area	Area	240808
	Fire Support Station		Point	240900
	Fire Support Area			241000	Reserved for hierarchical purposes.
		Irregular	Area	241001
		Rectangular	Area	241002
		Circular	Area	241003
	Artillery Target Intelligence Zone			241100	Reserved for hierarchical purposes.
		Irregular		241101
		Rectangular		241102
		Circular		241103
	Call for Fire Area			241200	Reserved for hierarchical purposes.
		Irregular	Area	241201
		Rectangular	Area	241202
		Circular	Area	241203
	Censor Zone			241300	Reserved for hierarchical purposes.
		Irregular	Area	241301
		Rectangular	Area	241302
		Circular	Area	241303
	Critical Friendly Zone			241400	Reserved for hierarchical purposes.
		Irregular	Area	241401
		Rectangular	Area	241402
		Circular	Area	241403
	Dead Space Area			241500	Reserved for hierarchical purposes.
		Irregular	Area	241501
		Rectangular	Area	241502
		Circular	Area	241503
	{Disused}			241600
	Target Build–up Area			241700	Reserved for hierarchical purposes.
		Irregular	Area	241701
		Rectangular	Area	241702
		Circular	Area	241703
	Target Value Area			241800	Reserved for hierarchical purposes.
		Irregular	Area	241801
		Rectangular	Area	241802
		Circular	Area	241803
	Zone of Responsibility			241900	Reserved for hierarchical purposes.
		Irregular	Area	241901
		Rectangular	Area	241902
		Circular	Area	241903
	Terminally Guided Munition Footprint (TGMF)		Area	242000
	Weapon/Sensor Range fan, Circular		Area	242100
	Weapon/Sensor Range fan, Sector		Area	242200
	Kill Box		Area	242300	Reserved for hierarchical purposes.
		Irregular, Blue	Area	242301
		Rectangular, Blue	Area	242302
		Circular, Blue	Area	242303
		Irregular, Purple	Area	242304
		Rectangular, Purple	Area	242305
		Circular, Purple	Area	242306
	Artillery Maneuver Area		Area	242400
	Artillery Reserved Area		Area	242500
Fires Points				250000	Reserved for hierarchical purposes.
	Firing Point		Point	250100
	Hide Point		Point	250200
	Launch Point		Point	250300
	Reload Point		Point	250400
	Survey Control Point		Point	250500
	Known Point		Point	250600
Fire Lines				260000	Reserved for hierarchical purposes.
	Fire Support Coordination Line (FSCL)		Line	260100
	Coordinated Fire Line (CFL)		Line	260200
	No Fire Line		Line	260300
	Battlefield Coordination Line		Line	260400
	Restrictive Fire Line		Line	260500
	Munition Flight Path		Line	260600
Protection Areas				270000	Reserved for hierarchical purposes.
	Obstacle Belt		Area	270100
	Obstacle Zone		Area	270200
	Obstacle Free Zone		Area	270300
	Obstacle Restricted Zone		Area	270400
	Obstacle Effects		Area	270500	Reserved for hierarchical purposes.
		Block	Area	270501
		Disrupt	Area	270502
		Fix	Line	270503
		Turn	Line	270504
	Obstacle Bypass			270600	Reserved for hierarchical purposes.
		Easy	Line	270601
		Difficult	Line	270602
		Impossible	Line	270603
	Minefield			270700	Reserved for hierarchical purposes.
		Static Depiction	Area	270701
		Dynamic Depiction	Area	270707
	Mined Area			270800
		Fenced	Area	270801
	Unexploded Explosive Ordnance (UXO) Area			271000
	Bridge or Gap			271100
	Roadblocks, Craters and Blown Bridges			271200	Reserved for hierarchical purposes.
		Planned	Line	271201
		Explosives, State of Readiness 1 (Safe)	Line	271202
		Explosives, State of Readiness 2 (armed but passable)	Line	271203
		Roadblock Complete (Executed)	Line	271204
	Assault Crossing		Line	271300
	{Disused}			271400
	Ford Easy		Line	271500
	Ford Difficult		Line	271600
	Biological Contaminated Area		Area	271700
		Toxic Industrial Material	Area	271701
	Chemical Contaminated Area		Area	271800
		Toxic Industrial Material	Area	271801
	Nuclear Contaminated Area		Area	271900
	Radiological Contaminated Area		Area	272000
		Toxic Industrial Material	Area	272001
	Minimum Safe Distance Zone		Area	272100
		Multiple Strikes – STRIKWARN	Area	272101
	Radiation Dose Rate Contour Lines		Area	272200
Protection Points				280000	Reserved for hierarchical purposes.
	Abatis		Line	280100
	Antipersonnel Mine		Point	280200
		Antipersonnel Mine with Directional Effects	Point	280201
	Antitank Mine		Point	280300
	Antitank Mine with Anti-handling Device		Point	280400
	Wide Area Antitank Mine		Point	280500
	Unspecified Mine		Point	280600
	Booby Trap		Point	280700
	Engineer Regulating Point		Point	280800
	Shelter		Point	280900
	Above Ground Shelter		Point	281000
	Below Ground Shelter		Point	281100
	Fort		Point	281200
	Chemical Event		Point	281300
		Toxic Industrial Material	Point	281301
	Biological Event		Point	281400
		Toxic Industrial Material	Point	281401
	Nuclear Event		Point	281500
	Nuclear Fallout Producing Event		Point	281600
	Radiological Event		Point	281700
		Toxic Industrial Material	Point	281701
	General Decontamination Point/Site		Point	281800
		Alternate	Point	281801
		Equipment	Point	281802
		Troop	Point	281803
		Equipment/Troop 	Point	281804
		Operational	Point	281805
		Thorough	Point	281806
		Main Equipment	Point	281807
		Forward Troop	Point	281808
		Wounded Personnel	Point	281809
	Tetrahedrons, Dragons Teeth, and Other Similar Obstacles			281900	Reserved for hierarchical purposes.
		Fixed and Prefabricated	Point	281901
		Movable	Point	281902
		Movable and Prefabricated	Point	281903
	Vertical Obstructions			282000	Reserved for hierarchical purposes.
		Tower, Low	Point	282001
		Tower, High	Point	282002
		Overhead Wire	Line	282003
Protection Lines				290000	Reserved for hierarchical purposes.
	Obstacle Line			290100
		Mineline	Line	290101
	Antitank Obstacles			290200	Reserved for hierarchical purposes.
		Ditch Under Construction	Line	290201
		Ditch Completed	Line	290202
		Ditch Reinforced, with Antitank Mines	Line	290203
		Antitank Wall	Line	290204
	Wire Obstacles			290300	Reserved for hierarchical purposes.
		Unspecified	Line	290301
		Single Fence	Line	290302
		Double Fence	Line	290303
		Double Apron Fence	Line	290304
		Low Wire Fence	Line	290305
		High Wire Fence	Line	290306
		Single Concertina	Line	290307
		Double Strand Concertina	Line	290308
		Triple Strand Concertina	Line	290309
	Mine Cluster		Line	290400
	Trip Wire		Line	290500
	Lane		Line	290600
	Ferry		Line	290700
	Raft Site		Line	290800
	Fortified Line		Line	290900
	Fighting Position		Line	291000
Intelligence Lines				300000	Reserved for hierarchical purposes.
	Intelligence Coordination Line		Line	300100
Sustainment Areas				310000	Reserved for hierarchical purposes.
	Detainee Holding Area		Area	310100
	Enemy Prisoner of War (EPW) Holding Area		Area	310200
	Forward Arming and Refueling Point (FARP)		Area	310300
	Refugee Holding Area		Area	310400
	Regimental Support Area		Area	310500
	Brigade Support Area		Area	310600
	Division Support Area		Area	310700
	Corps Support Area		Area	310800
Sustainment Points				320000	Reserved for hierarchical purposes.
	Ambulance Points			320100	Reserved for hierarchical purposes.
		Ambulance Exchange Point	Point	320101
		Ambulance Control Point	Point	320102
		Ambulance Load Point	Point	320103
		Ambulance Relay Point	Point	320104
	Ammunition Supply Point		Point	320200
	Ammunition Transfer and Holding Point		Point	320300
	Cannibalization Point		Point	320400
	Casualty Collection Point 		Point	320500
	Civilian Collection Point		Point	320600
	Detainee Collection Point		Point	320700
	Enemy Prisoner of War (EPW) Collection Point		Point	320800
	Logistics Release Point (LRP)		Point	320900
	Maintenance Collection Point (MCP)		Point	321000
	Medical Evacuation Point (MEDEVAC) Pick-Up Point		Point	321100
	Rearm, Refuel and Resupply Point (R3P)		Point	321200
	Refuel on the Move (ROM) Point		Point	321300
	Traffic Control Post (TCP)		Point	321400
	Trailer Transfer Point (TTP)		Point	321500
	Unit Maintenance Collection Point (UNCP)		Point	321600
	General Supply Point		Point	321700
		NATO Class I	Point	321701
		NATO Class II	Point	321702
		NATO Class III	Point	321703
		NATO Class IV	Point	321704
		NATO Class V	Point	321705
		NATO Multiple Class 	Point	321706
		US Class I	Point	321707
		US Class II	Point	321708
		US Class III	Point	321709
		US Class IV	Point	321710
		US Class V	Point	321711
		US Class VI	Point	321712
		US Class VII	Point	321713
		US Class VIII	Point	321714
		US Class IX	Point	321715
		US Class X	Point	321716
	Medical Supply Point		Point	321800
	Mortuary Affairs Collection Point		Point	321900
Sustainment Lines				330000	Reserved for hierarchical purposes.
	Moving Convoy		Line	330100
	Halted Convoy		Line	330200
	Main Supply Route (MSR)			330300
		One Way Traffic	Line	330301
		Two Way Traffic	Line	330302
		Alternating Traffic	Line	330303
	Alternate Supply Route (ASR)			330400
		One Way Traffic	Line	330401
		Two Way Traffic	Line	330402
		Alternating Traffic	Line	330403
	Traffic Route			330500
		One Way Traffic	Line	330501
		Alternating Traffic	Line	330502
Mission Tasks				340000	Reserved for hierarchical purposes.
	Block		Area	340100
	Breach		Area	340200
	Bypass		Area	340300
	Canalize		Area	340400
	Clear		Area	340500
	Counterattack		Area	340600
	Counterattack by Fire		Area	340700
	Delay		Area	340800
	Destroy		Area	340900
	Disrupt		Area	341000
	Fix		Area	341100
	Follow and Assume		Area	341200
	Follow and Support		Area	341300
	Interdict		Area	341400
	Isolate		Area	341500
	Neutralize		Area	341600
	Occupy		Area	341700
	Penetrate		Area	341800
	Relief in Place (RIP)		Area	341900
	Retire/Retirement		Area	342000
	Secure		Area	342100
	Security			342200	Reserved for hierarchical purposes.
		Cover	Area	342201
		Guard	Area	342202
		Screen	Area	342203
	Seize		Area	342300
	Withdraw		Area	342400
	Withdraw Under Pressure		Area	342500
	Cordon and Knock		Area	342600
	Cordon and Search		Area	342700
	Suppress		Area	342800
	Advance to Contact		Area	342900
	Capture		Area	343000
	Exploit/Exploitation		Area	343100
	Control		Area	343200
	Demonstration/Demonstrate		Area	343300
	Deny		Area	343400
	Envelop		Area	343500
	Escort		Area	343600
	Exfiltrate		Area	343700
	Infiltrate		Area	343800
	Locate		Area	343900
	Pursue		Area	344000
	Forward Passage of Lines		Area	344100
	Rearward Passage of Lines		Area	344200
	Defeat		Area	344300
	Disengage		Area	344400
	Evacuate		Area	344500
	Recover		Area	344600
	Turn		Area	344700
